message,signature,duration
9011,1478,96952000
7591,4608,74027000
4963,3767,71926000
2289,8716,79164000
509,2285,80517000
8136,5149,97906000
7095,2270,93624000
3062,1485,75174000
5709,8109,64619000
9861,8583,78043000
8573,4130,70478000
360,433,69686000
932,2105,69381000
4708,4975,80698000
2997,1381,77996000
9669,1845,78251000
5081,832,76865000
2627,5129,82240000
6854,4897,89944000
7407,3333,75982000
9324,3484,82385000
5219,2670,84829000
6670,1271,93376000
3682,7284,73500000
1950,6088,89604000
6313,8621,88065000
4002,4705,77709000
8197,1674,60416000
7568,842,74108000
2273,1328,85638000
3379,6903,78147000
7086,2432,80741000
1576,5486,74193000
6029,3218,78636000
2261,5002,85494000
5811,489,59688000
9450,3164,95641000
7906,6524,61463000
2490,5809,87730000
8526,6425,74087000
1344,8594,97604000
2524,6468,68640000
7646,1246,75477000
1476,317,73881000
7147,4949,56863000
1739,4845,68327000
302,5367,61496000
4893,4923,76756000
9323,7792,67418000
7325,8957,60784000
8475,1394,84531000
6308,9647,72935000
2248,7581,61847000
7138,6001,67323000
8367,5675,81037000
208,6538,66374000
9832,9832,55712000
1280,7903,54111000
8154,2613,71192000
7309,4191,82476000
2446,9241,72078000
8395,288,92962000
6897,5118,82779000
7993,499,86468000
2150,1536,90589000
1684,8086,90513000
6864,7188,70462000
4768,793,74100000
325,7101,88068000
6754,5590,81158000
4347,555,74565000
4960,4114,76852000
1195,6885,67438000
7717,2449,78270000
860,1803,62092000
9102,5157,71778000
7059,4969,97226000
6589,9695,76976000
8855,5678,61601000
3778,9014,67689000
271,4525,65999000
9743,4632,55748000
2085,3467,59438000
4070,5732,64882000
2893,3671,91535000
1262,6209,108828000
8158,3954,73492000
7294,6739,79048000
1136,4313,91266000
4494,302,69949000
6521,1045,96727000
5540,6725,101853000
4902,8855,82223000
918,7247,74302000
5679,5332,71379000
6165,5941,74197000
585,4894,68120000
7868,5464,62241000
3967,2642,79842000
8241,6799,66887000
0,0,54231000
8725,2709,80001000
7297,6186,59666000
4476,3240,60341000
3466,8806,75964000
4559,3880,68436000
9496,8753,84678000
8578,261,83984000
7349,9322,87912000
8207,5306,82737000
3993,9878,84675000
4783,1219,77751000
9221,188,82823000
1604,28,84157000
3548,4887,75835000
4872,851,90668000
2182,8608,78004000
8761,1938,82421000
7516,5884,66569000
2530,7845,88258000
2711,4067,94205000
4945,516,77445000
1229,6294,68774000
4829,9480,95471000
4283,4867,61872000
4635,2884,88868000
982,4454,83923000
121,8590,65603000
9587,1568,66009000
4004,5450,75010000
1531,2496,87449000
1745,3006,85728000
8288,8318,88202000
4105,8825,86948000
2284,2616,84317000
6386,3605,71914000
4659,3924,84231000
9845,4146,75387000
1488,3445,86214000
939,99,81627000
1938,1486,75337000
5062,9921,69898000
5787,9844,78470000
1106,3021,82474000
9100,361,95152000
8872,6568,86909000
6038,4031,77922000
7577,5270,68474000
1454,5043,59351000
9455,2638,65322000
4067,7658,75606000
9521,3897,85694000
1164,4559,82574000
1619,9936,92186000
7178,5238,76683000
5482,1197,82929000
6103,8063,62883000
5223,9198,63772000
2386,5806,72912000
8581,942,74826000
6917,9367,74537000
5728,201,77869000
704,6451,66276000
3556,2763,76285000
4945,516,77012000
5388,9697,74438000
6447,1233,69406000
4754,8440,88289000
7230,513,85022000
3414,8582,88596000
1172,6681,99887000
9368,4693,81533000
6941,8657,56296000
3966,8116,72970000
512,1764,61074000
5348,6054,71153000
4148,2532,65616000
9388,7346,77966000
8674,1515,65205000
9401,9227,70776000
6837,1325,67130000
7181,6640,83386000
758,846,70478000
5080,3140,91545000
61,4426,59838000
9983,2243,83997000
842,4367,62050000
7975,899,57768000
6488,1132,77965000
9043,269,72260000
8951,988,74980000
5158,3216,86112000
9624,9047,70520000
4263,9790,81307000
9408,4655,73154000
2752,9833,88189000
4563,9400,73478000
6866,9868,62777000
2049,3387,65407000
6423,3421,85211000
6996,5230,80357000
9989,7985,72308000
9576,1146,69173000
8982,9104,78740000
5680,4874,65865000
4212,1224,66174000
1863,2847,67414000
3057,3040,67710000
5408,4408,78811000
1749,6543,62168000
8698,4063,82556000
1759,1980,85294000
5750,2637,62214000
9179,2777,82717000
6208,9021,78400000
2128,7087,82608000
3652,562,79634000
7664,3299,64340000
1329,3357,76005000
4187,566,59876000
7717,2449,80004000
7568,842,75051000
4895,6471,63151000
5080,3140,94291000
4490,9267,74722000
5532,8580,87800000
9125,6795,92372000
1056,647,81544000
6872,7258,74002000
6299,200,61440000
268,7091,72579000
7500,5915,79138000
6847,1151,63957000
4860,5312,77935000
5778,9827,79830000
1663,136,74397000
2999,3601,107996000
8425,8303,92239000
6249,7820,80639000
3015,8815,62476000
8799,9551,77206000
9445,6050,64153000
1531,2496,88756000
1824,7035,77821000
7551,2796,91038000
9070,7397,81656000
9339,7099,82878000
8827,5432,84476000
4363,5172,86461000
7846,453,79543000
5844,7038,67231000
4394,4306,67144000
1739,4845,75033000
3136,7771,86444000
5596,3922,75807000
3579,4194,68955000
8461,754,81559000
2868,418,64575000
85,9126,70491000
8249,3774,74643000
3013,7754,78247000
2300,8969,85178000
692,3241,91841000
5636,7155,67355000
2775,9186,72082000
2346,9824,67045000
6775,2408,80214000
6857,6929,82615000
9194,6764,92970000
4178,9802,87482000
3268,1691,71284000
4486,5001,78087000
3182,6065,79614000
1665,9102,81744000
9066,7053,90332000
7822,9083,62694000
5720,3836,68981000
2430,3499,71516000
4790,2966,58297000
4856,4359,85791000
2451,9333,82291000
6182,5508,89980000
2034,4709,72657000
603,2645,110570000
7487,706,74885000
1433,4775,106122000
3345,4138,80193000
2408,1634,89527000
4351,6557,68595000
7077,6314,77193000
8624,4369,84954000
1198,5452,82017000
1738,5347,73526000
191,8104,57504000
7035,5898,86075000
677,5075,75333000
3825,9864,88710000
3206,3305,78676000
8561,2571,84547000
992,4731,98063000
3567,2156,79043000
372,5351,61766000
2254,3094,68317000
2527,9707,88328000
960,4582,80086000
2665,3802,62950000
8464,6839,83455000
2837,3352,89534000
9453,9412,75810000
5074,3159,84852000
9453,9412,74772000
5478,6033,87768000
4801,2982,62863000
6589,9695,74553000
1362,476,72301000
9009,5537,88556000
1875,7868,61440000
8331,9377,98627000
2492,7414,93586000
8923,96,78560000
9136,900,95966000
3833,6047,86536000
7157,2302,83638000
6496,4418,71121000
6474,6353,74432000
9669,1845,79789000
7566,7566,84262000
4007,9949,94738000
484,7080,93109000
8472,5385,67961000
2514,5153,95364000
988,512,82763000
1447,4474,92286000
5898,9751,95059000
9485,1817,82046000
6537,902,95217000
1542,3515,89736000
1577,3929,64321000
7855,2747,68337000
5867,1616,79301000
1272,3039,103764000
5818,8276,95669000
2182,8608,79255000
5607,7811,83835000
8704,9970,77488000
6981,6940,77600000
1988,5795,80545000
6504,2917,92899000
4509,8794,98500000
3350,4102,71816000
6595,193,79050000
1176,283,77998000
4932,4639,67522000
2919,9599,69781000
663,5545,75156000
9790,2517,66052000
6628,7674,76168000
6198,9723,91573000
8692,6082,83621000
1707,9298,72806000
1004,9138,81596000
9318,8627,73192000
9532,7781,81767000
1476,317,75019000
768,7772,89388000
4380,2248,70246000
9075,218,81903000
9476,721,74387000
4810,6874,83021000
3116,1059,79100000
585,4894,63161000
6671,7200,102282000
8334,1273,77410000
6868,3349,80509000
1219,7790,60569000
9983,2243,90917000
1477,9290,67951000
4617,5418,75701000
5308,952,71891000
471,543,68076000
1075,1734,88500000
1949,8629,78965000
4950,6058,59468000
2719,3827,88390000
8287,7051,82466000
6491,1079,65276000
2825,6976,80980000
6828,999,80588000
808,1757,60633000
2825,6976,90546000
4856,4359,79105000
6292,4907,80268000
3209,9882,88390000
1681,4376,73690000
8643,8998,80978000
4682,2931,89569000
679,5044,74379000
2573,466,76817000
9966,8584,59959000
2193,6664,79759000
7173,5231,77881000
982,4454,86714000
9231,9490,86455000
6639,7154,81079000
4595,2364,71949000
5910,5136,84611000
9291,8898,72912000
6911,248,73728000
4569,4245,76930000
4391,3804,82455000
9971,9375,84405000
7438,7180,67290000
7804,8539,77403000
1886,4341,79499000
5173,7480,64516000
9244,9447,66351000
3994,9618,75167000
1391,2863,69712000
6505,9985,76314000
6192,7000,79176000
340,3323,83697000
2530,7845,88999000
2757,4522,77814000
3441,3608,82633000
4992,4919,71957000
4295,5741,53697000
8416,4666,65689000
1717,9468,72920000
2607,1560,66980000
3552,1787,76804000
5653,6905,68822000
7449,8599,64667000
6852,8016,64662000
1617,3578,71982000
5876,3238,64458000
6872,7258,65308000
7451,7539,77496000
5985,2484,63097000
5878,4933,49227000
2848,6437,60384000
2791,3029,88433000
9332,7503,59747000
697,8951,77995000
1014,4950,79124000
8873,3123,78985000
9827,4226,73525000
7893,9057,60640000
8968,6890,87125000
4511,2741,77013000
821,7635,65910000
6861,6381,64195000
6475,8676,55884000
1186,6865,88598000
5724,4560,84898000
9585,3174,64755000
9487,5677,90906000
1858,4770,84138000
539,6911,99473000
6758,9883,83962000
9590,5780,83644000
2291,4600,80553000
914,6171,89861000
5836,3379,75732000
1958,7108,81601000
5462,7815,60471000
9227,6103,74607000
7563,6358,86592000
4275,7086,78108000
677,5075,75837000
7991,541,77061000
6722,1202,84010000
7811,8614,58783000
5975,4739,72783000
6874,2094,82492000
9337,3347,72383000
2945,7310,69388000
1578,7878,75835000
7736,8870,84188000
7970,3282,111323000
6966,2980,72100000
890,8939,73113000
1253,2922,79127000
2570,6959,58129000
4279,9635,59616000
1026,6148,88633000
7071,6231,93034000
6119,4741,97336000
2707,4175,71964000
5605,9965,82383000
78,3640,94941000
6255,5399,82445000
5480,7250,75534000
7891,8750,73153000
1147,5126,97847000
6406,1543,81546000
1024,1770,63887000
2844,5042,79434000
4526,3830,76402000
6783,3778,67936000
3598,4749,67079000
9791,8736,77102000
7566,7566,89445000
6292,4907,83878000
7847,9432,81534000
8945,7010,81288000
5667,1903,76970000
1440,7161,87385000
603,2645,103799000
4314,5257,83908000
1004,9138,85055000
2690,8030,85746000
3778,9014,77799000
8827,5432,90245000
126,2948,77711000
6507,7457,82321000
6175,8195,76755000
9251,3237,80159000
7828,2678,85216000
4,7654,84026000
6713,1586,77338000
9062,157,90276000
1047,8793,79562000
130,1408,78202000
570,8059,76424000
711,2533,82653000
5983,5628,84537000
6656,5473,71925000
6590,9221,89231000
8224,2787,72241000
8433,5244,71497000
7551,2796,90836000
8840,6345,77174000
8969,4143,71821000
5497,9689,64298000
3772,5885,62002000
3188,1706,81263000
2389,6075,91666000
5932,7001,86207000
153,8379,81670000
7128,452,64437000
1933,1741,106217000
5631,5245,69698000
8697,4412,81060000
6829,1469,95025000
5200,7246,67273000
6915,4611,80135000
3014,5631,86618000
5537,7554,80399000
1514,3269,89529000
2417,8936,84640000
5210,8678,84787000
8278,9071,104399000
1433,4775,106824000
1709,7413,69046000
359,2096,74888000
4901,4249,56378000
5952,1781,76748000
3767,9813,83026000
6363,7455,71429000
6978,2237,50712000
7502,4803,65461000
2549,2443,63175000
1622,1825,78075000
9739,984,65235000
4931,8746,51002000
9810,6248,77087000
2425,2425,77504000
2597,4193,67873000
2563,7626,62436000
6033,337,62032000
1046,2981,67426000
5994,2779,81298000
2519,150,91460000
6129,803,82954000
2328,3589,70955000
9180,2584,73484000
4509,8794,100188000
3007,6693,74423000
6390,9611,91845000
1329,3357,79084000
6328,8429,77583000
3773,508,76970000
357,5434,92911000
2153,4799,76847000
2474,9628,77060000
189,8820,87748000
3671,1729,67556000
367,944,91164000
8674,1515,79564000
6505,9985,83370000
2090,3780,68019000
3249,3661,90831000
3045,223,83041000
7060,5309,74866000
4157,640,77540000
4812,7052,60411000
2231,6984,73034000
5858,7304,92112000
880,4176,75545000
9712,2029,71793000
545,1205,92633000
6955,2969,70444000
226,8547,82694000
8292,9764,95317000
2312,9522,56721000
7031,8309,76023000
7021,347,77626000
7975,899,62204000
1001,2520,60727000
7292,9230,96116000
5623,7619,62770000
8798,9759,80401000
7709,8555,86866000
5797,4278,75230000
8639,5038,69951000
3233,108,88102000
186,3504,75342000
3363,2317,88770000
1947,2430,80809000
5168,7972,81960000
6770,7047,96134000
8783,3974,66415000
1403,9284,84924000
8895,8983,95248000
9744,8636,81594000
9661,7067,85487000
3971,4177,83567000
5917,5917,64269000
641,3463,75432000
9570,3539,81319000
3640,4346,70293000
3153,510,66121000
4261,9792,84768000
6462,8480,82045000
7221,9385,70288000
2778,9180,86670000
8245,4268,85552000
7493,3061,76964000
7613,5496,72094000
998,9461,79451000
6020,5814,63098000
938,7943,72795000
8603,1012,96082000
61,4426,73785000
1774,9849,64944000
5288,8569,83205000
336,69,79061000
8025,5702,73652000
6839,5166,65890000
400,9789,84334000
224,6942,77938000
632,5950,66050000
6758,9883,78804000
1988,5795,78768000
8348,4165,99976000
5970,2131,60970000
4466,1155,92918000
1251,6522,73086000
8803,7803,82090000
8326,889,78901000
2128,7087,83772000
1304,6572,66293000
9944,7987,78265000
8243,7403,78161000
9402,9016,58675000
2912,163,77629000
4481,9455,76293000
1929,3751,69971000
6386,3605,68275000
2414,4721,96525000
3259,6776,72706000
6414,2223,75818000
8496,860,81831000
3605,6386,73650000
9631,9558,82380000
23,2124,80136000
7569,6834,76361000
1217,7563,91601000
789,1010,89972000
3029,1239,79242000
1211,2198,76951000
3709,8138,78253000
4428,1338,75581000
3446,8905,73245000
731,3132,94190000
1144,5883,73128000
1742,6217,80889000
1013,6863,65606000
1466,3718,70873000
4799,3705,70732000
5613,639,82812000
9543,1802,76845000
3473,5095,74371000
1240,5697,73542000
5349,3822,88864000
3201,7954,85253000
7064,7648,80433000
4387,1336,83520000
6288,9006,79485000
5312,9710,68071000
7682,7030,95360000
9010,2490,89711000
2458,7131,87878000
3248,5690,89378000
436,7735,85152000
3539,743,71665000
4927,3361,72873000
6960,5281,86813000
958,1366,66110000
3134,3062,69222000
2182,8608,76652000
1634,7646,83826000
144,840,72664000
1414,9931,92671000
7233,6141,65725000
3088,2732,89654000
7398,7684,87865000
4625,7374,92069000
4406,5395,63008000
8837,1917,66771000
4584,4511,71365000
3098,8057,66706000
8898,2889,84813000
4255,736,80761000
7972,1870,75809000
7771,3136,77637000
1538,2483,71431000
892,1113,85620000
7112,7564,80437000
9973,6860,74673000
2994,7817,86293000
3147,3662,83732000
2543,2354,76255000
9494,4470,88482000
8097,407,62052000
5044,1455,73390000
6580,210,81139000
8894,6541,68161000
1964,2770,79785000
3221,2944,74324000
8269,1703,68250000
1523,2193,73998000
3274,8579,91900000
4584,4511,76487000
5261,4452,62978000
1523,2193,75131000
7114,9362,55705000
6142,1744,67885000
129,9711,85739000
1186,6865,90329000
4545,9176,80442000
1423,765,92389000
6026,8528,82128000
6289,2247,77932000
1329,3357,78654000
1729,4253,58721000
3398,5767,80859000
6008,3304,83001000
4972,8197,78078000
3869,841,82187000
2478,3586,85859000
3750,7419,81242000
1408,2361,89250000
645,6867,77669000
6042,1216,73086000
8076,4123,78468000
489,6975,82136000
2172,1096,88858000
3105,2814,84634000
9970,6861,86053000
8731,1844,92821000
4620,4911,70158000
9505,2424,69062000
8605,8193,74517000
5328,9210,77655000
4682,2931,93372000
2595,5766,65020000
4217,19,82420000
1000,443,85235000
539,6911,101364000
9538,5443,68308000
9884,9238,77267000
5062,9921,70917000
3022,4964,69011000
4133,2687,79496000
7582,8132,70496000
4073,4073,65745000
5039,3582,67143000
3954,1756,75177000
5217,7055,65046000
1732,6945,61182000
5614,2142,69230000
1214,5077,86048000
8046,4940,71462000
4681,5093,76436000
3922,7439,84749000
2098,934,83596000
429,3746,58307000
2059,4634,87238000
8005,563,89305000
5389,2934,61073000
6362,4934,78912000
8148,9797,69882000
7783,4549,72367000
4828,8849,68973000
7269,6311,70620000
2238,2721,63820000
9048,212,61756000
9322,3275,89028000
5866,4384,57243000
956,5102,74044000
6237,1396,95010000
9558,7788,82864000
1955,1084,90849000
3535,2110,81815000
8930,5329,71402000
9241,4580,61944000
3099,478,82375000
2919,9599,62128000
3743,4449,66849000
4962,9620,58300000
8420,8005,78147000
1324,8516,69919000
2653,4773,88933000
9046,1504,67090000
3965,1463,61409000
7777,597,78036000
6833,2595,64791000
1318,5419,72886000
5504,2764,74926000
7529,1690,78964000
220,5744,69177000
3311,8479,67121000
5260,8126,69761000
6308,9647,73727000
222,4320,74787000
6334,1978,93087000
3867,8399,93000000
4398,2960,69445000
7520,2988,87816000
109,1835,80113000
4898,5310,73451000
9233,9145,82736000
9298,3356,85966000
4116,6663,74425000
7577,5270,67890000
6731,7983,82874000
7059,4969,92518000
2172,1096,92292000
1477,9290,69175000
6342,3839,60607000
6159,5213,73816000
4099,3153,78471000
2054,6611,75658000
3284,931,71182000
5233,4843,81441000
4864,1300,73760000
5896,5115,68943000
177,3962,62781000
9392,2119,83409000
723,5920,77859000
2146,477,61364000
1271,947,89157000
9520,9448,65339000
2282,1436,70049000
8831,961,79469000
2542,1392,95718000
5818,8276,84641000
8513,7673,74883000
475,3806,92610000
4472,5021,75516000
4630,367,62732000
377,9765,50935000
7871,2755,73422000
8299,6620,62388000
3807,8105,54649000
598,9684,91062000
461,8773,91524000
3753,2661,65509000
2379,660,69354000
9095,8061,68692000
9808,2845,82414000
9247,6219,76726000
7648,5900,94879000
6106,2321,60969000
4953,8821,67837000
9446,8786,69002000
763,930,91484000
5714,3108,71732000
252,9007,72441000
1592,6124,75615000
4689,7810,84776000
5973,7312,80342000
5701,9528,89640000
1545,8240,69594000
8034,4738,97571000
4052,6715,81669000
8642,7271,87076000
4905,3619,79822000
6978,2237,55780000
1996,5857,63329000
8071,228,63283000
9467,4157,82210000
3637,5989,66508000
7659,1464,79958000
9158,9616,76733000
1869,9818,86644000
9856,3075,86158000
4431,7568,89218000
2987,6077,76229000
8030,71,76231000
1293,5928,105700000
6514,4188,78753000
4577,7399,106677000
7644,6356,79081000
8520,2829,92461000
2565,267,78552000
8554,9727,74761000
4991,2622,76868000
7570,9497,88124000
609,1376,75794000
7375,1014,76071000
1712,6091,73383000
9362,5756,93668000
2750,2445,71919000
3956,7831,79060000
3411,9781,89384000
856,9491,96597000
1829,2095,64445000
4408,3565,68824000
1111,4562,95399000
7271,203,69224000
6078,4121,73190000
5765,940,89309000
5157,8229,71387000
718,8356,75353000
8314,4992,87027000
6630,8556,83808000
7461,2146,81854000
5859,3506,66818000
2518,1076,71971000
6461,8798,75162000
4863,4502,81681000
8044,7561,75421000
1705,3044,74990000
2039,5110,80352000
2667,1430,96030000
8239,8445,71474000
4099,3153,71899000
1516,8597,82804000
9531,437,73512000
2450,8682,68034000
9433,3837,88965000
6667,5605,59257000
8571,2751,59736000
8163,9814,64708000
9948,3322,73665000
2497,3055,72240000
8246,6985,77768000
3491,1842,91431000
1564,574,89030000
2133,2812,82603000
7456,4228,94988000
5872,5460,88265000
3704,2646,69100000
658,1138,87243000
6568,9260,77495000
7786,409,68409000
854,4707,56785000
8037,2871,81811000
6004,896,88085000
6160,2062,81769000
6158,3944,72040000
6308,9647,80950000
3739,9503,64815000
4387,1336,78846000
1286,8585,79431000
3319,2742,79923000
8229,3799,78475000
5404,4507,90998000
8348,4165,93732000
6870,179,91074000
6108,7134,71672000
2122,396,66517000
4710,1382,80632000
878,8737,89227000
9020,7856,69009000
3750,7419,81455000
1725,5018,89519000
399,2360,86939000
2267,2267,85858000
2118,1665,67517000
9896,9087,82345000
3379,6903,88545000
5518,8989,102941000
1040,9003,73425000
8713,9782,77382000
3873,1838,77026000
1915,5868,74664000
6326,4197,81372000
8691,9977,67524000
6587,9122,69682000
811,7407,90653000
1092,2765,79630000
2319,3981,73449000
975,7185,92911000
8612,4630,97166000
5840,9346,80718000
5283,5016,74300000
2389,6075,94593000
3672,8497,77297000
8985,5881,79817000
5727,8430,82236000
7122,5492,81670000
6917,9367,76928000
7470,8634,108296000
9045,3546,70212000
8428,5109,81846000
8374,6413,67539000
2789,7027,76523000
973,3342,77955000
8764,5937,77734000
1042,4219,80367000
1151,3646,80053000
545,1205,85914000
4315,4623,73453000
5610,2344,74641000
2251,9443,71972000
4299,9407,72966000
6697,5714,64587000
8583,7630,53039000
5229,6891,78244000
1950,6088,89986000
3335,4518,93252000
7522,3489,65141000
4074,4074,84853000
3820,6555,96920000
4586,600,83574000
9554,8996,71986000
1720,76,69625000
8933,7562,66365000
2520,7597,64745000
7795,9735,87899000
3417,3955,80366000
3510,3422,83826000
5673,2392,57451000
1626,3017,60405000
8159,7695,87668000
7523,3225,74994000
5444,8722,65324000
3464,4216,77459000
6817,7681,62938000
4153,7054,65580000
7753,7270,77689000
6358,5914,69521000
9275,6637,77274000
8991,9548,74677000
5574,9575,67755000
7208,8397,80729000
73,237,76942000
884,129,75945000
2222,9607,93092000
7508,7095,69245000
4572,2271,79825000
1801,9924,77112000
5272,4385,68839000
7013,6246,72601000
476,6503,75453000
990,5660,70733000
9516,6185,92337000
9087,2330,72204000
5594,2899,76993000
2621,7050,67089000
6377,1891,65340000
9712,2029,65221000
3757,4344,73695000
4816,756,76414000
6659,7158,69434000
3766,2798,67010000
7117,9930,96051000
9322,3275,86715000
2725,4167,78351000
6782,109,67688000
9104,2580,89687000
5624,2456,71586000
6513,2173,69500000
7695,3018,70501000
1226,8404,71786000
4064,9626,89914000
5693,9742,96322000
5404,4507,90862000
4573,2076,54967000
7833,3341,68907000
2373,8993,70604000
7331,6633,87620000
4677,2063,81347000
2657,6140,64283000
128,5527,79873000
2025,3791,83104000
9686,7139,79533000
3408,2950,86042000
4380,2248,68093000
3960,664,82647000
4254,8885,77005000
135,6916,72122000
5856,6147,51200000
2026,9571,93631000
2695,5600,79389000
6566,2855,88269000
3995,4974,74623000
6603,1557,67683000
8102,8323,63560000
2935,3832,81621000
6715,2985,75993000
4342,3599,59141000
1618,7859,56346000
6765,8293,94610000
7376,6587,70308000
238,9800,62413000
7529,1690,79438000
8224,2787,69580000
7066,1632,78376000
8298,3004,87780000
9504,7888,87580000
3767,9813,94604000
4724,2290,74362000
984,9739,89143000
6111,3201,92058000
854,4707,60101000
7242,7225,98626000
4727,4829,77494000
6138,5353,73420000
3459,5382,63164000
3521,4694,82197000
5160,3441,82420000
7077,6314,78540000
7903,9622,87367000
3576,5198,70422000
1898,4298,77346000
8890,7740,62083000
8150,5983,80222000
1926,9758,82633000
6933,3414,68018000
3020,6539,84753000
7228,3234,61017000
5731,3480,76167000
8720,9044,96364000
9974,2022,89686000
8167,2956,86761000
5767,3398,82158000
2336,7263,93948000
4123,7300,69080000
4954,1072,72437000
5936,2568,80199000
9720,5466,89927000
7881,1509,77451000
7855,2747,70298000
5839,9358,64832000
2694,3805,72983000
7959,7476,74352000
3403,2607,74616000
8837,1917,68913000
7047,77,79791000
9064,9579,87104000
9971,9375,86374000
221,4771,72829000
5073,5179,73043000
5035,4,83205000
2290,4336,67219000
7510,2097,80290000
3558,9120,95212000
4483,7398,73732000
9582,1429,63834000
7672,6010,64406000
7055,9291,64815000
316,1019,68885000
960,4582,78489000
9461,9340,96670000
5422,5746,75548000
5881,8694,80330000
221,4771,65019000
4207,521,73207000
5397,4136,92146000
5250,4648,57111000
3384,8310,61330000
3218,7484,77113000
1555,6737,75391000
7894,1317,74052000
1806,3630,67070000
4108,3609,76456000
3620,7758,69811000
912,2439,93506000
584,7923,77679000
87,1963,96688000
7510,2097,79779000
8323,9169,84010000
4913,8419,79316000
2499,7382,84905000
3202,7276,100260000
806,1607,82356000
1294,5579,104855000
9779,5890,54419000
1551,290,82100000
3754,8595,66216000
5999,274,74764000
8798,9759,71644000
8473,893,57931000
1482,8554,73564000
1950,6088,75705000
8735,1753,61133000
2596,9516,65255000
4716,1884,65559000
8777,4914,60030000
5133,7481,66971000
2161,9427,75630000
1226,8404,62115000
5746,6004,63807000
1600,2497,83200000
1971,3684,54705000
1705,3044,72555000
2420,6201,62314000
7043,4724,68490000
52,9146,60609000
5452,2071,62367000
5395,9256,74891000
9580,5151,76256000
2303,7129,76885000
8406,4218,78144000
2773,3479,63144000
3699,5084,91945000
6281,8191,72062000
7543,10,102643000
1025,6238,72870000
2670,3376,69552000
1242,4513,72066000
9700,7663,89301000
3081,4569,83711000
5464,6122,85106000
4800,8018,101754000
2982,6547,81681000
6553,3516,59996000
4206,9541,70633000
9672,6447,91377000
2461,812,89620000
7765,6700,94464000
8729,3782,92383000
4352,3840,81014000
2116,6957,85599000
7919,4330,81742000
4774,2936,72356000
3673,2967,68975000
9882,8156,55505000
7722,9283,56407000
5704,2767,78412000
6229,6816,65041000
6409,7377,75851000
4685,6731,93054000
6580,210,78699000
3169,1638,69550000
9839,9767,82262000
8508,9357,59693000
8424,7549,72329000
2135,9313,82725000
5840,9346,74166000
196,1812,70720000
5694,3454,77235000
1905,2390,79915000
3862,9188,56673000
5184,2789,65222000
7090,3876,85108000
9747,2877,77817000
1522,5086,83380000
6846,7700,80841000
1220,8864,74492000
7256,1797,76801000
4923,3050,73361000
8458,7515,62515000
7826,5822,88845000
3930,5659,88136000
9295,6969,86882000
8748,3616,65833000
5435,917,86481000
5960,9191,70924000
9274,650,57876000
3982,5439,78477000
273,8703,76057000
3471,8316,70631000
9082,7045,80251000
3683,344,73844000
1181,3992,78076000
1922,1525,73602000
6583,7041,73873000
27,4189,84971000
861,3112,79236000
4268,1940,83440000
6340,6340,85282000
2748,9323,70089000
7131,2070,87040000
4487,7227,59914000
1831,1172,75413000
193,6789,82301000
2535,5763,65809000
5391,1977,72837000
8097,407,60105000
9113,1254,63038000
3346,654,67652000
5644,9436,65106000
7367,1836,88522000
9448,7871,77717000
521,9251,78077000
1844,9022,89963000
3390,2612,84847000
3717,2229,90608000
9387,4096,84121000
537,4296,91904000
7265,3321,77574000
2455,6554,88531000
9200,565,100724000
8425,8303,93601000
5880,1302,82365000
4757,2222,86634000
2369,1030,75611000
1972,6316,93227000
6883,7478,68774000
736,5904,74004000
3700,7702,70236000
8664,6691,89024000
9474,7264,62589000
5623,7619,60051000
2266,2266,81700000
6361,6730,58356000
6159,5213,72550000
5665,6901,76853000
3326,3059,62685000
1360,7147,63944000
8668,2363,69969000
835,7634,81453000
4397,7092,63757000
1167,626,77225000
5750,2637,62774000
3315,2634,82601000
867,7184,91792000
6767,8934,66729000
531,8749,89601000
795,3344,74065000
7638,921,51541000
2378,4495,54937000
6431,9253,68938000
4072,128,80840000
3384,8310,62200000
3739,9503,55603000
2720,9788,69074000
2636,306,89496000
4623,9068,61449000
3658,6350,91022000
520,6534,85041000
5964,5108,80792000
2577,1388,93542000
9787,2933,73348000
1928,6022,65007000
3878,3038,76259000
4931,8746,54534000
9910,6871,58764000
8147,969,64530000
9286,4732,77755000
5635,7756,84659000
821,7635,69407000
1988,5795,74016000
2035,6627,67283000
5309,7060,94260000
352,6463,89650000
5612,3744,91075000
7681,1676,75376000
4524,9762,88790000
4332,1114,83909000
2059,4634,92723000
4525,1144,85199000
5505,4990,69335000
8415,4505,71573000
7289,9157,61514000
9350,6528,70225000
6697,5714,55370000
8148,9797,63863000
9932,5946,65779000
8825,6336,94769000
4894,5629,82047000
2770,606,71434000
8379,3451,62541000
2645,2834,65035000
9765,1444,69125000
7134,8824,80835000
8465,2737,69623000
2423,9149,74078000
1558,4747,58088000
9158,9616,72385000
2145,9538,75208000
7853,7381,68732000
3567,2156,72615000
1175,2166,68764000
1002,2824,73172000
755,6085,76806000
7081,2134,84593000
7411,2633,83499000
2533,2263,70095000
9190,6450,84934000
7252,8449,74554000
8451,7461,68780000
1388,8979,68414000
3441,3608,85187000
3450,5171,66134000
7625,6373,65685000
3550,1829,68279000
2204,6093,56577000
5875,3328,69295000
8343,8343,61212000
1489,4579,83755000
7054,9100,93966000
6481,6569,65596000
8311,1942,65038000
5775,5654,77555000
2661,6760,62012000
1885,4044,70001000
786,6379,68214000
6528,4209,65034000
4710,1382,87834000
4782,1105,70587000
