7679,469,57775000
4666,2499,54046000
9481,5092,54413000
1320,456,51795000
3645,7215,53860000
4622,8128,54943000
1749,6543,52633000
7256,1797,51597000
8967,8221,57430000
4225,1285,52325000
9681,4222,55879000
480,8529,57646000
5719,5441,62994000
2846,5967,58286000
9507,2911,53505000
1418,5861,61931000
5903,9079,61102000
8864,6264,54254000
6980,8642,56806000
5075,2326,50811000
1068,9895,54767000
7235,3673,52995000
6827,8398,54236000
4794,3455,58128000
8821,3789,58499000
6381,8607,53269000
6448,2250,59211000
2768,8952,62607000
359,2096,54417000
4200,1687,57433000
3684,2359,62843000
6177,8150,61470000
8211,2211,56277000
5589,6249,61297000
9982,4466,57957000
7702,1275,60880000
4666,2499,56742000
6536,5197,58117000
5452,2071,56591000
2476,4152,58330000
6366,2680,60495000
5944,1473,55366000
87,1963,61364000
4801,2982,61124000
6196,6895,49707000
1589,1414,56349000
7686,9593,55783000
9108,5843,55787000
8877,2943,54968000
5682,1686,53469000
7725,7725,54862000
2690,8030,57247000
9942,1527,49591000
1731,1341,53601000
4865,8456,49928000
5564,3139,59308000
594,6685,52918000
230,7117,52653000
1546,1752,59538000
992,4731,57336000
7803,7348,55018000
6749,9252,56749000
4762,3100,55902000
502,403,49087000
2454,9641,58677000
3528,8475,54127000
5941,8396,56386000
1178,7605,54388000
7367,1836,51637000
3814,1841,56582000
2460,8862,53993000
827,9875,57526000
731,3132,56310000
8304,941,60217000
850,1368,50169000
2596,9516,50017000
7529,1690,54210000
6655,9574,59976000
841,862,54707000
7379,5437,53241000
555,7936,53920000
8643,8998,59844000
5535,6008,53635000
6806,4349,51416000
6653,6486,52182000
5895,216,55765000
9951,3188,51579000
50,4980,50242000
1039,4701,53172000
5735,671,50286000
1266,7282,53765000
7003,2471,53028000
4703,1422,55564000
3660,5896,52065000
1931,5533,55149000
1435,4234,57379000
392,8139,52616000
96,9796,51397000
4628,3925,52989000
3871,6309,52390000
602,3817,51641000
3008,4366,53091000
2123,4527,51543000
7940,3259,52976000
1440,7161,51315000
5556,1667,53965000
5056,2126,50940000
77,8211,53887000
3032,1116,50029000
2235,282,49572000
2615,3404,49335000
639,7456,52128000
2397,4798,53073000
9095,8061,50097000
6012,419,53046000
5065,4779,53392000
5559,734,52591000
4891,448,53492000
4978,6497,51529000
9385,2468,53129000
2126,3892,51544000
5782,8216,50516000
711,2533,59426000
9079,7552,53837000
4952,6409,52121000
3534,4238,54455000
6862,3928,61526000
9677,9225,55415000
9197,3368,53935000
8415,4505,58169000
5950,1020,52224000
3132,9170,52818000
5972,9633,53318000
2012,2085,53988000
681,2879,54184000
676,635,55293000
8583,7630,55148000
6401,6110,50031000
2290,4336,51663000
6533,796,53243000
6183,9360,52427000
51,5995,51629000
8792,4039,51272000
662,8521,56118000
5869,7882,58051000
2207,2856,54878000
4189,2258,52216000
1239,2253,53433000
3197,7963,54033000
6518,4896,50222000
5703,7629,53318000
6255,5399,52773000
8929,3693,49886000
1263,5013,51366000
1048,3543,56336000
9416,8832,52474000
3406,9053,50720000
359,2096,51018000
1371,8770,52228000
1186,6865,50618000
8992,7237,52354000
2320,497,51519000
9245,7039,51610000
9763,2502,52280000
7138,6001,50195000
7073,6996,53905000
1420,7240,54684000
1196,3600,54771000
1499,9121,56569000
4989,1425,49883000
2444,5090,59007000
4161,8462,59116000
3300,3946,61870000
3025,7011,60370000
9821,6747,54061000
9289,883,54287000
1397,4961,57633000
6639,7154,59192000
6007,771,54037000
4290,463,55977000
6770,7047,54959000
9796,1454,56685000
5880,1302,55193000
4280,7267,52476000
3597,1831,57505000
8051,2716,54725000
3293,3000,54400000
8877,2943,58101000
8444,7573,50563000
8560,733,61779000
4059,2990,50417000
7592,6520,51293000
4432,9257,55332000
2316,6216,51857000
1230,8053,58300000
2501,3660,60316000
7921,3151,56601000
6689,6508,56039000
3377,4047,53914000
9550,4271,54097000
6773,2507,53741000
2218,7235,59909000
7932,5357,51716000
7938,5448,51660000
6459,2606,54303000
7928,6090,58073000
3944,1308,52344000
6858,5588,59292000
3149,2397,53075000
4787,6713,55083000
8563,697,55398000
2246,5255,56775000
7687,9366,58423000
9407,2068,48746000
9575,2955,60601000
4716,1884,53746000
1814,4424,51343000
6456,7881,58521000
4579,1489,56113000
6648,6236,53876000
813,7816,58224000
3490,5463,57785000
1301,6997,61800000
3994,9618,62701000
5774,9972,58391000
9844,646,56931000
6948,6948,53082000
969,6595,53200000
9202,8981,57445000
5484,6042,55075000
4312,4659,51899000
3188,1706,51776000
5923,5232,53751000
3436,7335,55373000
3069,1711,54435000
8675,5111,60900000
2245,9642,57690000
5260,8126,50932000
3863,82,53852000
4729,140,53307000
4213,164,54699000
2865,6430,54854000
497,5521,59141000
8448,7465,53557000
1018,7832,57121000
9958,9941,55555000
7775,1375,65659000
1477,9290,56453000
2279,6086,57526000
6895,1152,55622000
8850,8526,61634000
4511,2741,51528000
1448,6882,52781000
5008,2486,55181000
7904,549,52743000
2944,9914,59959000
554,2664,54967000
534,6136,55288000
1825,3756,57366000
1332,2792,54885000
8516,3555,59864000
5026,8509,52571000
7932,5357,56538000
8593,5225,58914000
4105,8825,57888000
7727,3345,55705000
9438,5761,58842000
5412,8502,59663000
6192,7000,53788000
9803,7560,61981000
8253,4644,54634000
3632,3468,58455000
1409,8808,60474000
9097,5406,52545000
5556,1667,49790000
4162,8346,49085000
1261,2231,54184000
2852,2148,52366000
196,1812,58321000
991,220,55667000
1764,318,61056000
818,843,62253000
6592,5150,57391000
6890,7610,60244000
3217,2894,55508000
6643,9085,62617000
518,6064,53039000
1338,4428,56372000
3231,831,58005000
1371,8770,57465000
6252,488,54203000
1862,2083,57750000
5281,8609,59203000
1804,3672,56886000
7056,6159,55747000
9184,9411,56228000
2587,1541,59068000
7921,3151,51376000
3979,9572,55027000
7314,8550,60917000
2368,6900,56689000
2084,937,53513000
7569,6834,53133000
6052,9923,52922000
5402,6638,52812000
4236,2996,51050000
3107,141,59986000
8707,4763,52867000
2560,7692,53803000
5319,7291,55213000
1740,297,57128000
7720,7165,55226000
5931,8575,59347000
1108,8790,61500000
7707,7375,56491000
3966,8116,52773000
2623,3580,61561000
2177,9967,57929000
5621,7753,50034000
3723,2093,52761000
640,3575,50447000
2306,1962,51875000
9453,9412,51023000
2565,267,50184000
5076,2630,52537000
3615,4677,52697000
2952,6469,54908000
7898,8499,56425000
8895,8983,55258000
951,2379,53039000
5686,8383,56980000
8640,8347,57440000
5399,9553,56126000
307,5513,53999000
8750,9637,51586000
8206,9880,61065000
9519,1107,58749000
8936,962,56280000
779,5476,54956000
7067,6072,54367000
6939,5363,51321000
7354,943,63576000
279,7962,56574000
6558,4627,52393000
6388,5199,56760000
6714,4488,55000000
3318,4399,55488000
9837,3893,51295000
1786,1565,52113000
8941,8551,52702000
6481,6569,52189000
9656,7078,51411000
6470,5297,59110000
5196,6432,53468000
3557,9398,59963000
6287,7345,55090000
6553,3516,53487000
5823,8677,51777000
8857,7621,51651000
4275,7086,50883000
1917,5248,54768000
6948,6948,53518000
7450,9072,52212000
2872,4433,54032000
3951,949,54085000
3134,3062,49701000
3724,2260,53780000
114,5059,54506000
7846,453,51296000
2030,9404,55091000
252,9007,52249000
2852,2148,56512000
2382,5262,53732000
1291,540,51042000
3440,2591,55109000
9205,3612,50003000
602,3817,55926000
1405,8115,50158000
358,430,55082000
2234,2663,57957000
233,790,55015000
9885,4854,52987000
6414,2223,53292000
8112,7142,51031000
2115,7132,51147000
2410,4445,54883000
3771,8544,52882000
7760,3007,53779000
9661,7067,52423000
7669,7463,52529000
3680,1073,57774000
1916,2662,55581000
8664,6691,55853000
5501,724,56004000
8161,525,57090000
9255,4087,53181000
8591,5462,57168000
4080,1643,54116000
6885,8761,58552000
321,2674,54724000
1442,5974,54065000
9312,4947,56186000
9757,2412,54762000
5309,7060,51934000
8159,7695,52447000
8578,261,53488000
4762,3100,51984000
6343,5073,54447000
6470,5297,51187000
9848,3085,53742000
1248,9369,52535000
4073,4073,50014000
5344,3197,57897000
5488,9737,57738000
9309,9462,56742000
7112,7564,52453000
4891,448,58349000
8006,4781,57943000
2028,8637,56962000
3508,5028,56539000
6340,6340,53774000
1630,8199,57430000
3476,5739,56885000
7229,8711,52007000
4027,4883,52705000
2840,6517,53952000
8074,4743,53589000
1868,9555,52832000
9376,1017,54088000
6510,3233,49943000
7338,5218,53247000
1231,6444,50499000
6060,5936,56184000
165,6267,54029000
8105,5650,50964000
5154,6830,52759000
510,4899,55419000
2445,34,52474000
4310,9379,58061000
4148,2532,55022000
1326,3287,50630000
1530,9237,52916000
4057,2992,54387000
1014,4950,54030000
3713,4577,56428000
2512,314,51594000
3485,5524,54010000
9498,691,52206000
9053,2048,50894000
9728,149,51748000
2561,6513,51264000
8096,9769,53536000
839,7449,59007000
8741,6822,57463000
8683,130,57396000
7015,3102,56229000
1156,5832,58322000
6853,4248,58531000
9832,9832,54317000
3236,9347,56410000
1127,3727,52522000
1186,6865,55121000
7237,1717,53799000
8839,5812,53425000
4208,3160,52087000
4493,6400,55410000
1028,2217,56334000
9105,2385,58957000
7544,5939,50911000
2172,1096,51688000
9960,2136,55093000
5931,8575,53908000
2878,9495,52882000
2427,9184,59996000
4139,5518,51988000
7791,6982,50548000
7826,5822,54321000
4441,6279,52944000
9652,9919,53387000
6145,3997,51240000
9950,2559,54100000
3880,6790,55444000
2776,8092,52582000
2888,6521,53614000
6620,9948,51619000
6248,5542,50214000
7982,8879,54212000
6556,5613,49946000
4394,4306,53296000
6358,5914,56423000
2395,8578,54371000
6292,4907,52606000
8944,1198,55647000
7647,5836,53829000
8165,4283,55920000
2551,814,54407000
7910,8921,54413000
6205,4806,49669000
5611,7743,54937000
3806,2221,53303000
6468,681,50890000
1315,3904,51878000
2619,3783,53118000
6487,5925,56873000
7262,1318,55004000
9463,5553,57130000
7298,2027,52167000
1558,4747,56583000
2246,5255,55013000
8572,6244,50113000
1349,2720,57757000
6584,8835,52143000
1864,6428,54886000
4120,8652,54888000
1909,7956,56367000
2012,2085,53641000
6648,6236,55878000
7132,3570,53704000
4274,4553,51518000
7755,381,55819000
7022,9826,57372000
2214,9394,56801000
7204,6714,55444000
4594,5855,55644000
6309,2707,55843000
332,6656,53284000
7607,6559,59973000
896,1930,56601000
4778,7421,58340000
2146,477,52208000
3084,7435,57197000
6149,7595,51756000
8511,9263,51868000
3972,9596,56615000
7253,798,50353000
6301,2822,52991000
7329,509,56987000
5315,9666,61756000
4435,8324,56395000
1568,2021,53142000
4917,6832,56015000
2761,9478,52336000
4992,4919,61355000
9164,116,55657000
7895,6334,59932000
8666,7907,53550000
93,5829,53915000
9912,1967,61508000
4508,2153,56020000
3644,7402,55893000
1087,7988,50916000
6203,7171,59667000
637,7887,56011000
7603,250,55534000
5023,6376,57439000
2505,7260,59003000
6014,8245,58153000
1264,6446,58344000
9596,965,58245000
6293,6119,55092000
3726,6221,58381000
2457,7383,58958000
9242,1279,61497000
8514,701,53944000
192,8470,60649000
4407,8991,54451000
1857,4210,59629000
8126,3902,57238000
7134,8824,51931000
174,1324,54762000
9669,1845,59077000
2978,3745,53457000
2128,7087,57337000
4306,5461,53987000
6564,9107,62994000
2149,1569,62426000
2300,8969,56747000
5876,3238,59088000
4049,5577,58528000
1026,6148,54574000
3873,1838,60388000
3373,5842,57528000
2374,2929,58360000
9887,6591,59653000
1976,7990,55592000
5193,901,59453000
7972,1870,57946000
9490,3993,54559000
5424,7190,56226000
7747,6459,55685000
5646,6533,54420000
7350,22,57165000
3012,686,53548000
2454,9641,54296000
6517,4489,53262000
9918,9754,55228000
9732,1272,53041000
2341,4987,57106000
7919,4330,56072000
6218,9483,56249000
1828,177,53539000
4409,8345,53208000
9747,2877,56867000
9072,9293,54187000
2534,6782,56901000
1419,3747,54892000
4262,6990,63210000
1679,3838,55036000
5771,9772,59375000
9559,8242,57364000
6703,5894,50814000
4989,1425,55267000
9429,6339,56910000
8409,4407,63050000
696,3022,64311000
1354,9612,54066000
6439,8204,59863000
6983,5625,59380000
4312,4659,57397000
1569,1761,55570000
141,6599,54127000
747,544,57252000
8801,561,55328000
7280,5924,53848000
1322,6657,53266000
4507,3949,58969000
7024,5251,59801000
2204,6093,57676000
1518,9098,56785000
3369,5799,59388000
3765,8606,50734000
1794,8317,61520000
2146,477,60240000
3534,4238,53134000
2433,2898,59645000
2059,4634,62104000
2950,2244,61273000
9734,2348,57506000
5866,4384,55268000
2782,8344,53385000
4308,886,56300000
584,7923,59004000
684,2141,59997000
2079,6857,61816000
8092,9081,51708000
8131,6096,52416000
2361,9556,57618000
2141,1266,55872000
2381,8339,54958000
4714,6582,52941000
9086,8622,52146000
8877,2943,55529000
8930,5329,53522000
8770,3020,61042000
4747,9027,55582000
5140,2327,54261000
8791,5202,57642000
8018,2375,53341000
2109,533,62155000
66,390,54666000
1453,8664,62340000
2741,922,59287000
3178,9031,55311000
6003,3557,57134000
2840,6517,57365000
2522,9409,57795000
4759,5911,57390000
1931,5533,59963000
2007,139,57500000
5382,2295,61437000
4887,3548,55351000
4159,3694,55371000
8646,5375,58640000
134,2190,53450000
4643,3937,57039000
2287,4984,56931000
8914,4485,55610000
6957,2116,56852000
2397,4798,51275000
5917,5917,55386000
8850,8526,54183000
1454,5043,53642000
786,6379,54475000
4716,1884,55434000
1079,2902,56547000
9592,7631,56330000
3558,9120,60907000
116,8970,55209000
4321,676,62527000
4372,7668,59727000
1873,6651,56663000
3528,8475,57396000
4891,448,57240000
9588,6967,58902000
9259,5241,58152000
2814,874,57137000
5822,1424,57509000
6125,4404,55763000
2739,1542,58867000
227,3542,57084000
5064,6630,49010000
2336,7263,53022000
4648,5056,61137000
7325,8957,62239000
2042,783,53788000
4479,4671,59556000
4635,2884,56224000
1278,209,51425000
2991,6418,61200000
6572,2371,56058000
6055,545,56431000
3605,6386,56248000
9173,9148,57682000
6442,983,57815000
3487,7074,57514000
6118,8153,53215000
2961,3473,59271000
5070,991,51084000
5801,8393,55417000
507,8320,56023000
8996,3831,59322000
481,1949,57588000
7139,7843,57585000
8831,961,52059000
1218,2740,57876000
5993,265,52732000
4441,6279,55892000
5590,8403,56243000
1444,3654,58827000
6445,5796,51633000
3756,8421,61236000
6786,1755,51605000
5418,7915,54696000
5276,7789,57792000
2321,9501,56317000
4090,7550,56525000
4126,2453,55323000
6604,3189,54162000
7769,384,56086000
5659,8877,55837000
4824,1919,65229000
9667,8001,60737000
8393,757,57730000
593,4979,54626000
1057,5940,57442000
3601,380,55578000
9503,6455,54232000
5949,9614,64634000
9959,3384,54012000
5729,3001,54545000
9523,2828,53265000
2368,6900,54667000
5186,2009,55403000
3201,7954,60934000
2005,6876,56057000
9297,1923,60166000
5557,9946,56766000
9931,4712,52384000
9506,8827,57415000
6428,312,57093000
4772,7321,56975000
8594,5030,54443000
6000,2192,54331000
5896,5115,58887000
7109,5096,59642000
1203,4379,55476000
5988,5023,52336000
7655,2728,58170000
8908,3023,51583000
6910,5422,58665000
8567,968,55690000
1151,3646,53150000
5408,4408,52383000
7781,9532,59704000
7850,8725,51849000
769,6979,60273000
6859,821,59180000
5489,278,56982000
9271,619,52855000
6660,9456,55616000
5337,3752,58856000
8997,4893,55932000
1652,238,60098000
8246,6985,53333000
8887,3145,55761000
9385,2468,55019000
7860,2178,53147000
16,6483,51793000
5755,6995,60385000
1430,7420,93238000
1104,6846,54658000
8784,1188,54584000
4176,880,49410000
247,1355,49889000
6134,572,50965000
7195,791,52051000
595,8382,49257000
5866,4384,48739000
1865,6089,58111000
9675,8972,59461000
7491,7253,61179000
653,7642,55542000
1057,5940,55199000
5640,3434,54930000
8130,2689,59999000
8354,2999,53781000
1204,3796,52989000
9590,5780,55744000
6093,4629,59546000
5994,2779,53538000
7029,8411,58373000
7239,158,57584000
5116,7614,57695000
1035,2414,59410000
1640,5436,63073000
7350,22,52070000
5536,3885,56364000
3786,5185,52915000
5252,4016,52951000
1040,9003,57354000
5931,8575,56764000
735,9349,52138000
8650,4380,53406000
3229,52,55188000
495,1238,57095000
4723,6250,57781000
6927,6415,57681000
3821,1484,54986000
5128,5489,55687000
2732,6677,58419000
3829,6324,61317000
4283,4867,52463000
5102,4351,53470000
76,8995,55475000
4956,9987,57248000
2154,4981,58945000
9730,8009,52818000
2413,590,52616000
4696,3602,53356000
2475,4107,63194000
2619,3783,54531000
5824,7266,59695000
9874,5689,56762000
6854,4897,57473000
8827,5432,50336000
733,3807,50700000
1384,7296,54894000
2335,8541,60416000
2648,8477,52461000
5037,8919,52488000
6486,7429,54683000
3168,241,53034000
8363,3809,54308000
2653,4773,54912000
476,6503,55758000
1564,574,49162000
827,9875,57246000
3229,52,53719000
6942,6917,52476000
5060,1245,50073000
1104,6846,56397000
7924,8869,56620000
8247,2976,56221000
6577,1409,53045000
8374,6413,57947000
2231,6984,60423000
5996,5017,57553000
9852,4686,57113000
8436,3254,54657000
4793,9810,56572000
3090,4326,52106000
312,5652,57550000
3914,7004,51332000
9963,6738,58516000
421,6452,55148000
43,6669,56255000
1150,7042,60191000
5563,8653,57861000
7520,2988,51856000
4993,8361,50042000
1490,1005,53537000
9422,3726,51171000
1317,8476,52104000
3370,48,56734000
3902,2888,56918000
819,5311,57669000
47,2004,49825000
3155,9778,55657000
1668,822,55255000
7192,7993,54943000
8467,246,54297000
6896,2324,61192000
7367,1836,59713000
8785,9342,54796000
1536,4672,56721000
3170,1069,54646000
7950,2531,56821000
165,6267,48950000
958,1366,55525000
4383,9533,54680000
8444,7573,56824000
2596,9516,53454000
9804,9123,57769000
8537,4948,57088000
9889,3194,50892000
7043,4724,54500000
2640,5555,59256000
6979,9305,48321000
536,7353,58710000
379,877,52126000
1028,2217,54166000
3491,1842,54555000
6464,5494,55806000
410,5410,59568000
2639,7018,65744000
999,2754,54917000
5617,4660,56798000
4123,7300,52673000
3343,3755,55894000
3287,3848,57022000
1990,8084,56116000
6282,1853,55595000
1342,2150,59237000
4371,1837,55561000
3878,3038,57941000
7140,359,57296000
8559,5810,57478000
248,5359,54656000
6545,1086,52251000
7817,1636,58041000
5709,8109,54971000
9832,9832,57182000
1884,9857,56785000
5089,1136,53812000
6968,7776,56293000
3750,7419,56492000
1567,2442,53354000
4169,8567,58518000
725,1474,54898000
8293,1818,55375000
1661,8043,55219000
7032,266,52597000
1191,8360,61688000
9937,9288,57387000
1586,3415,62885000
4338,3086,53863000
2967,4740,52641000
9969,3223,54600000
9427,5750,60103000
1915,5868,58060000
2030,9404,53439000
7880,1833,58165000
6057,2886,53245000
7722,9283,57048000
742,9001,57079000
8637,379,55658000
1679,3838,56642000
3847,8292,58018000
6673,5592,60264000
8025,5702,54993000
5556,1667,59131000
5162,511,56351000
5977,914,63444000
8808,6453,53899000
6772,6666,52209000
2481,7894,58376000
2685,8538,52209000
1914,7545,51744000
5217,7055,51557000
9117,2230,49637000
1977,4324,59091000
7000,3573,52178000
2609,5261,57644000
6648,6236,53206000
8028,4860,58669000
4604,1621,51405000
3551,7537,55152000
2322,2528,54730000
9206,295,54667000
1103,1782,58727000
9419,3857,59362000
4047,8518,55404000
2942,9905,54507000
8125,107,56095000
1020,6241,55355000
6828,999,52645000
1304,6572,57998000
209,502,52824000
2254,3094,59432000
2952,6469,54711000
7397,1795,54258000
9950,2559,58487000
7979,7906,51833000
8134,5781,56907000
1669,9928,51744000
5914,9656,56210000
6664,8110,51081000
77,8211,62792000
1872,4985,74241000
9545,3700,53637000
8446,1751,52858000
543,2120,52998000
5322,2773,57083000
3501,4943,51932000
5685,4530,52115000
2717,5239,52402000
7744,986,52386000
2514,5153,50762000
6231,1154,54239000
1862,2083,52293000
6349,8733,55602000
2486,9761,57653000
1273,9498,51375000
5700,6509,52603000
7348,2080,53794000
8858,3296,55159000
2218,7235,55541000
6332,18,57056000
7045,5784,56609000
4418,5138,53472000
9947,1161,54449000
3854,1725,57342000
2814,874,53687000
9774,3696,54988000
1336,5163,61258000
632,5950,51647000
2915,3014,55424000
8948,6068,53140000
5339,2125,55502000
7439,6347,56049000
8223,992,52737000
845,1791,54199000
7400,4126,54443000
9371,6955,53662000
9125,6795,53268000
9473,3927,51109000
8454,9911,52642000
8538,1327,50089000
5836,3379,54120000
7907,9054,52161000
4826,4602,55585000
9715,4479,51613000
8723,3487,55146000
625,1431,50054000
1480,728,49620000
616,6131,49827000
321,2674,53853000
9622,1210,51301000
3033,1282,62100000
1142,2641,57993000
8207,5306,50129000
3464,4216,52520000
310,5769,59260000
118,1578,57214000
1626,3017,51960000
8674,1515,57926000
4799,3705,53471000
1300,14,53120000
3501,4943,55944000
658,1138,51985000
884,129,52444000
8876,6427,51213000
6559,9838,55711000
9697,7037,50908000
82,2020,53374000
2960,1682,52447000
3194,9889,52873000
5166,9264,55155000
3827,5144,50483000
8544,5517,50448000
7326,6189,49139000
5694,3454,53532000
9791,8736,53345000
7784,7135,54953000
153,8379,54786000
6687,2140,53748000
8610,8546,58800000
9386,8352,58006000
1132,6488,54933000
260,6986,51696000
8350,1637,54471000
7,3594,52769000
6455,1743,55876000
6962,8752,54312000
1648,1648,50946000
5735,671,52758000
9604,583,50207000
5175,9235,54100000
1096,1008,50812000
1528,6348,55971000
798,8417,57477000
8277,8159,59674000
8828,9507,56707000
5304,1360,66093000
438,3428,55603000
9646,3759,52751000
1877,2639,55719000
6858,5588,59451000
4190,1598,50590000
8316,755,58687000
3161,6680,56762000
8078,4092,51193000
9269,8754,50954000
3853,4638,53265000
9041,8279,51492000
2765,8658,52821000
6310,2335,52148000
6928,4910,57356000
7032,266,53592000
9077,3820,53347000
2657,6140,52785000
8153,8543,57793000
3699,5084,54257000
5307,6059,51121000
7880,1833,57432000
9644,9469,60550000
8096,9769,55986000
9761,2874,54918000
9179,2777,51892000
6841,8420,51343000
8560,733,55423000
5971,1867,53401000
9812,5837,52814000
8224,2787,53081000
6743,4301,54450000
4158,7526,54403000
5354,3247,56489000
1712,6091,53838000
8774,2428,59551000
9307,7850,49938000
4363,5172,49410000
6789,2715,51085000
9639,3528,49936000
8636,7319,49688000
9672,6447,57655000
617,617,52133000
6916,1784,57589000
316,1019,54986000
3542,3816,53154000
3817,5646,57669000
4253,6870,54342000
8870,2983,50628000
3650,1322,50019000
4282,1882,51308000
6067,5623,49958000
2754,8274,50946000
8235,7783,54679000
8461,754,50935000
1061,4662,50471000
6576,5980,54485000
9824,7196,54711000
8997,4893,53089000
5974,1442,52132000
9060,4088,56942000
7031,8309,55424000
5050,8433,52002000
9170,2356,56835000
1499,9121,48102000
4723,6250,56130000
2188,2643,51942000
6345,2147,54843000
1504,2353,52633000
5327,9421,57539000
5486,4292,49747000
1370,7752,50402000
2762,1280,55247000
9591,202,52087000
8644,9247,49727000
6317,6394,51905000
9467,4157,52636000
4220,219,55154000
5485,2810,53859000
3201,7954,56768000
2942,9905,55023000
3721,7116,56921000
5515,6751,61884000
4368,2372,51553000
2198,5479,58972000
335,2913,52632000
1341,5611,52141000
4059,2990,50789000
232,29,49013000
4587,5484,51545000
2512,314,49879000
1144,5883,51949000
8278,9071,53591000
3016,7368,59061000
8540,5908,49243000
2498,6930,53500000
1359,5045,52489000
4320,5169,52688000
8457,5265,51862000
8094,2498,53083000
6851,9955,54948000
